5 Minutes	Lane 1 Truck Prop (%)	Lane 2 Truck Prop (%)	Lane 3 Truck Prop (%)	Truck Prop (%)	# Lane Points	% Observed
09/02/2015 16:05	0	5.3	20.6	7.8	3	67
09/02/2015 16:10	0	6.6	18.5	7.8	3	67
09/02/2015 16:15	0	4.9	16.3	6.6	3	67
09/02/2015 16:20	0	3.8	15.5	6	3	67
09/02/2015 16:25	0	3.8	15.4	5.8	3	67
09/02/2015 16:30	0	7.1	19.4	8.1	3	67
09/02/2015 16:35	0	12.1	26.2	11.8	3	67
09/02/2015 16:40	0	3	13.8	5.3	3	67
09/02/2015 16:45	0	0	10.1	3.1	3	67
09/02/2015 16:50	0	5.3	17.8	6.8	3	67
09/02/2015 16:55	0	5.4	17.4	7	3	67
09/02/2015 17:00	0	2.2	13.7	4.7	3	67
09/02/2015 17:05	0	2.8	14	4.9	3	67
09/02/2015 17:10	0	1.2	11.8	4.1	3	67
09/02/2015 17:15	0	4.7	16.3	6.7	3	67
09/02/2015 17:20	0	0	7	2.1	3	67
09/02/2015 17:25	0	2.3	14	5	3	67
09/02/2015 17:30	0	0	0	0	3	67
09/02/2015 17:35	0	0	9.5	2.9	3	67
09/02/2015 17:40	0	3.4	15.2	5.7	3	67
09/02/2015 17:45	0	0	7.5	2.3	3	67
09/02/2015 17:50	0	0	5.8	1.8	3	67
09/02/2015 17:55	0	5.4	18.2	7.3	3	67
09/02/2015 18:00	0	0	3.6	1.1	3	67
09/02/2015 18:05	0	0	5.7	1.7	3	67
09/02/2015 18:10	0	0	6.6	2	3	67
09/02/2015 18:15	0	0	0	0	3	67
09/02/2015 18:20	0	4.6	13.9	5.7	3	67
09/02/2015 18:25	0	0	.8	.2	3	67
09/02/2015 18:30	0	12.7	27.6	12.3	3	67
09/02/2015 18:35	0	0	1.5	.5	3	67
09/02/2015 18:40	0	0	5.4	1.7	3	67
09/02/2015 18:45	0	0	0	0	3	67
09/02/2015 18:50	0	0	5	1.4	3	67
09/02/2015 18:55	0	0	0	0	3	67
09/02/2015 19:00	0	0	0	0	3	67
09/02/2015 19:05	0	9.8	0	3.5	3	67
09/02/2015 19:10	0	9.8	9.4	6.2	3	67
09/02/2015 19:15	0	12.1	8.7	7.2	3	67
09/02/2015 19:20	0	.8	9.6	3.2	3	67
09/02/2015 19:25	0	5.6	6.3	4	3	67
09/02/2015 19:30	0	10.4	11.7	7	3	67
09/02/2015 19:35	0	13.4	13.4	8.6	3	67
09/02/2015 19:40	0	4.7	8.8	4.3	3	67
09/02/2015 19:45	0	2.4	12	4.5	3	67
09/02/2015 19:50	0	3.2	11.7	4.6	3	67
09/02/2015 19:55	0	3.1	21.7	7.4	3	67
09/02/2015 20:00	0	4	10.8	4.5	3	67
09/02/2015 20:05	0	1.6	10.1	3.7	3	67
09/02/2015 20:10	0	22.3	14.2	12.4	3	67
09/02/2015 20:15	0	7.7	12.2	6.3	3	67
09/02/2015 20:20	0	4.8	11	5.1	3	67
09/02/2015 20:25	0	.8	12.2	4.3	3	67
09/02/2015 20:30	0	4.1	13.2	5.8	3	67
09/02/2015 20:35	0	27.1	19.4	15.1	3	67
09/02/2015 20:40	0	19.7	16.8	12.3	3	67
09/02/2015 20:45	0	22.4	15.5	12.8	3	67
09/02/2015 20:50	0	6.2	17.3	7.6	3	67
09/02/2015 20:55	0	.8	11.4	4	3	67
09/02/2015 21:00	0	5.3	18.4	7.8	3	67
09/02/2015 21:05	0	1.7	16.8	5.8	3	67
09/02/2015 21:10	0	2.3	8.8	3.7	3	67
09/02/2015 21:15	0	.8	12	4	3	67
09/02/2015 21:20	0	26.7	14.9	14.2	3	67
09/02/2015 21:25	0	.9	12.9	4.6	3	67
09/02/2015 21:30	0	15	23.5	13.2	3	67
09/02/2015 21:35	0	30.3	0	11.5	3	67
09/02/2015 21:40	0	2.3	23.6	8.5	3	67
09/02/2015 21:45	0	9	20	9.8	3	67
09/02/2015 21:50	0	5.8	20.2	9.3	3	67
09/02/2015 21:55	0	5.2	21.3	8.6	3	67
09/02/2015 22:00	0	3.2	16.5	6.8	3	67
09/02/2015 22:05	0	38	41.1	27.8	3	67
09/02/2015 22:10	0	13.1	30.4	14.3	3	67
09/02/2015 22:15	0	10.3	38.1	16.5	3	67
09/02/2015 22:20	0	6.1	20.2	9	3	67
09/02/2015 22:25	0	4.3	37	13.1	3	67
09/02/2015 22:30	0	4.1	27.1	11.1	3	67
09/02/2015 22:35	0	5.5	27.6	10.7	3	67
09/02/2015 22:40	0	4.1	33.9	12.8	3	67
09/02/2015 22:45	0	14.6	17.6	12.3	3	67
09/02/2015 22:50	0	4.5	28.1	12.5	3	67
09/02/2015 22:55	0	10	39.1	16.1	3	67
09/02/2015 23:00	0	29.5	50	30.6	3	67
09/02/2015 23:05	0	6.3	46.9	19	3	67
09/02/2015 23:10	0	16.7	38.6	21.5	3	67
09/02/2015 23:15	0	5.8	50	19.5	3	67
09/02/2015 23:20	0	25	50	29.5	3	67
09/02/2015 23:25	0	30.2	48.7	28.7	3	67
09/02/2015 23:30	0	2	48.6	17.9	3	67
09/02/2015 23:35	0	0	48.3	14	3	67
09/02/2015 23:40	0	10.2	42.2	19.8	3	67
09/02/2015 23:45	0	23.4	48.5	26	3	67
09/02/2015 23:50	0	4.9	48.6	20.9	3	67
09/02/2015 23:55	0	2.4	48.1	17.1	3	67
