5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
09/02/2015 11:50	133	149	133	415	3	67
09/02/2015 11:55	160	151	122	433	3	67
09/02/2015 12:00	107	131	116	354	3	67
09/02/2015 12:05	111	144	129	384	3	67
09/02/2015 12:10	123	146	126	395	3	67
09/02/2015 12:15	166	155	139	460	3	67
09/02/2015 12:20	156	156	140	452	3	67
09/02/2015 12:25	173	161	145	479	3	67
09/02/2015 12:30	171	156	140	467	3	67
09/02/2015 12:35	156	165	149	470	3	67
09/02/2015 12:40	181	160	144	485	3	67
09/02/2015 12:45	179	163	147	489	3	67
09/02/2015 12:50	183	163	147	493	3	67
09/02/2015 12:55	170	158	142	470	3	67
09/02/2015 13:00	175	150	134	459	3	67
09/02/2015 13:05	180	148	132	460	3	67
09/02/2015 13:10	168	148	132	448	3	67
09/02/2015 13:15	155	160	144	459	3	67
09/02/2015 13:20	174	159	143	476	3	67
09/02/2015 13:25	168	162	146	476	3	67
09/02/2015 13:30	173	158	141	472	3	67
09/02/2015 13:35	179	156	140	475	3	67
09/02/2015 13:40	186	156	140	482	3	67
09/02/2015 13:45	170	151	135	456	3	67
09/02/2015 13:50	176	158	142	476	3	67
09/02/2015 13:55	175	159	143	477	3	67
09/02/2015 14:00	176	156	140	472	3	67
09/02/2015 14:05	170	164	148	482	3	67
09/02/2015 14:10	167	165	149	481	3	67
09/02/2015 14:15	161	159	143	463	3	67
09/02/2015 14:20	183	155	139	477	3	67
09/02/2015 14:25	182	167	151	500	3	67
09/02/2015 14:30	180	151	130	461	3	67
09/02/2015 14:35	163	167	151	481	3	67
09/02/2015 14:40	174	161	137	472	3	67
09/02/2015 14:45	189	161	130	480	3	67
09/02/2015 14:50	175	154	138	467	3	67
09/02/2015 14:55	182	151	135	468	3	67
09/02/2015 15:00	176	159	143	478	3	67
09/02/2015 15:05	180	157	141	478	3	67
09/02/2015 15:10	182	154	134	470	3	67
09/02/2015 15:15	174	158	142	474	3	67
09/02/2015 15:20	171	160	144	475	3	67
09/02/2015 15:25	178	155	134	467	3	67
09/02/2015 15:30	158	155	139	452	3	67
09/02/2015 15:35	172	154	138	464	3	67
09/02/2015 15:40	179	162	146	487	3	67
09/02/2015 15:45	172	146	130	448	3	67
09/02/2015 15:50	178	157	118	453	3	67
09/02/2015 15:55	165	155	139	459	3	67
09/02/2015 16:00	158	150	114	422	3	67
09/02/2015 16:05	161	151	126	438	3	67
09/02/2015 16:10	183	167	151	501	3	67
09/02/2015 16:15	176	163	147	486	3	67
09/02/2015 16:20	168	158	142	468	3	67
09/02/2015 16:25	177	159	143	479	3	67
09/02/2015 16:30	174	155	139	468	3	67
09/02/2015 16:35	178	157	141	476	3	67
09/02/2015 16:40	175	168	152	495	3	67
09/02/2015 16:45	163	155	139	457	3	67
09/02/2015 16:50	182	151	135	468	3	67
09/02/2015 16:55	165	148	132	445	3	67
09/02/2015 17:00	165	139	124	428	3	67
09/02/2015 17:05	175	145	129	449	3	67
09/02/2015 17:10	170	168	152	490	3	67
09/02/2015 17:15	174	169	153	496	3	67
09/02/2015 17:20	150	143	128	421	3	67
09/02/2015 17:25	134	129	114	377	3	67
09/02/2015 17:30	137	141	126	404	3	67
09/02/2015 17:35	155	153	137	445	3	67
09/02/2015 17:40	159	148	132	439	3	67
09/02/2015 17:45	147	149	133	429	3	67
09/02/2015 17:50	155	155	139	449	3	67
09/02/2015 17:55	158	148	132	438	3	67
09/02/2015 18:00	156	155	139	450	3	67
09/02/2015 18:05	166	157	141	464	3	67
09/02/2015 18:10	161	153	137	451	3	67
09/02/2015 18:15	131	124	109	364	3	67
09/02/2015 18:20	143	130	115	388	3	67
09/02/2015 18:25	148	142	127	417	3	67
09/02/2015 18:30	171	150	134	455	3	67
09/02/2015 18:35	156	147	131	434	3	67
09/02/2015 18:40	162	164	148	474	3	67
09/02/2015 18:45	169	154	137	460	3	67
09/02/2015 18:50	160	135	120	415	3	67
09/02/2015 18:55	150	151	118	419	3	67
09/02/2015 19:00	143	150	134	427	3	67
09/02/2015 19:05	127	143	128	398	3	67
09/02/2015 19:10	137	132	117	386	3	67
09/02/2015 19:15	122	141	126	389	3	67
09/02/2015 19:20	135	130	115	380	3	67
09/02/2015 19:25	127	142	127	396	3	67
09/02/2015 19:30	145	135	120	400	3	67
09/02/2015 19:35	133	127	112	372	3	67
09/02/2015 19:40	133	129	114	376	3	67
09/02/2015 19:45	127	123	108	358	3	67
09/02/2015 19:50	134	126	111	371	3	67
09/02/2015 19:55	102	98	83	283	3	67
09/02/2015 20:00	142	126	111	379	3	67
09/02/2015 20:05	114	124	109	347	3	67
09/02/2015 20:10	111	121	106	338	3	67
09/02/2015 20:15	136	130	115	381	3	67
09/02/2015 20:20	117	124	109	350	3	67
09/02/2015 20:25	105	130	115	350	3	67
09/02/2015 20:30	98	121	106	325	3	67
09/02/2015 20:35	124	118	103	345	3	67
09/02/2015 20:40	113	122	107	342	3	67
09/02/2015 20:45	117	125	110	352	3	67
09/02/2015 20:50	105	113	98	316	3	67
09/02/2015 20:55	96	120	105	321	3	67
09/02/2015 21:00	96	113	98	307	3	67
09/02/2015 21:05	99	117	95	311	3	67
09/02/2015 21:10	111	129	114	354	3	67
09/02/2015 21:15	115	123	108	346	3	67
09/02/2015 21:20	108	116	101	325	3	67
09/02/2015 21:25	82	108	93	283	3	67
09/02/2015 21:30	81	100	85	266	3	67
09/02/2015 21:35	71	89	74	234	3	67
09/02/2015 21:40	65	87	72	224	3	67
09/02/2015 21:45	81	100	85	266	3	67
09/02/2015 21:50	64	104	89	257	3	67
09/02/2015 21:55	80	97	80	257	3	67
09/02/2015 22:00	62	94	79	235	3	67
09/02/2015 22:05	53	71	56	180	3	67
09/02/2015 22:10	71	84	69	224	3	67
09/02/2015 22:15	53	78	63	194	3	67
09/02/2015 22:20	72	99	84	255	3	67
09/02/2015 22:25	53	69	54	176	3	67
09/02/2015 22:30	38	74	59	171	3	67
09/02/2015 22:35	56	73	58	187	3	67
09/02/2015 22:40	46	74	59	179	3	67
09/02/2015 22:45	48	89	74	211	3	67
09/02/2015 22:50	29	66	57	152	3	67
09/02/2015 22:55	43	60	46	149	3	67
09/02/2015 23:00	27	61	46	134	3	67
09/02/2015 23:05	30	63	49	142	3	67
09/02/2015 23:10	29	72	57	158	3	67
09/02/2015 23:15	23	52	38	113	3	67
09/02/2015 23:20	23	60	46	129	3	67
09/02/2015 23:25	30	53	39	122	3	67
09/02/2015 23:30	20	49	37	106	3	67
09/02/2015 23:35	28	43	29	100	3	67
09/02/2015 23:40	22	59	45	126	3	67
09/02/2015 23:45	24	47	33	104	3	67
09/02/2015 23:50	15	41	35	91	3	67
09/02/2015 23:55	14	41	27	82	3	67
