5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Speed (mph)	# Lane Points	% Observed
09/02/2015 03:55	71.9	54	56.2	56.6	3	67
09/02/2015 04:00	71.9	61.3	56.2	60.6	3	67
09/02/2015 04:05	71.8	40.1	56.2	51.1	3	67
09/02/2015 04:10	71.9	52.4	56.2	57.2	3	67
09/02/2015 04:15	71.6	61.1	56.2	61.5	3	67
09/02/2015 04:20	71.6	47.2	56.2	54.1	3	67
09/02/2015 04:25	71.8	34	56.1	48.5	3	67
09/02/2015 04:30	71.9	38.1	56.1	49.7	3	67
09/02/2015 04:35	71.9	32.9	56.2	50.1	3	67
09/02/2015 04:40	71.5	54.1	56.2	58.5	3	67
09/02/2015 04:45	71.8	62.7	56.2	62.6	3	67
09/02/2015 04:50	71.7	64.3	57.2	64	3	67
09/02/2015 04:55	71.4	67.9	59.4	65.8	3	67
09/02/2015 05:00	71.9	65.6	58	64.4	3	67
09/02/2015 05:05	71.7	46.5	56.2	56	3	67
09/02/2015 05:10	72.8	53.4	56.2	60.4	3	67
09/02/2015 05:15	73.1	62.2	56.2	63.3	3	67
09/02/2015 05:20	72.3	48	56.2	56.7	3	67
09/02/2015 05:25	72	45.7	56.2	57	3	67
09/02/2015 05:30	70.8	60.9	56.2	62.5	3	67
09/02/2015 05:35	70.4	66	58.3	64.9	3	67
09/02/2015 05:40	70.7	68.1	59.6	66.8	3	67
09/02/2015 05:45	71.4	55.3	56.2	61.6	3	67
09/02/2015 05:50	71.2	64.4	57.3	64.7	3	67
09/02/2015 05:55	70.8	61.3	56.1	63.2	3	67
09/02/2015 06:00	71	64.2	57.1	64.3	3	67
09/02/2015 06:05	69.5	60.2	55.9	61.9	3	67
09/02/2015 06:10	69.1	63.7	56.6	63.9	3	67
09/02/2015 06:15	69.7	57.7	56.1	61.5	3	67
09/02/2015 06:20	69	59.1	56.2	62.3	3	67
09/02/2015 06:25	68.8	57.3	56.2	61.6	3	67
09/02/2015 06:30	68.2	64	57	63.7	3	67
09/02/2015 06:35	67.8	63.1	56.4	63.2	3	67
09/02/2015 06:40	67.8	65.4	57.9	64.4	3	67
09/02/2015 06:45	68.3	67.6	59.3	65.8	3	67
09/02/2015 06:50	67.9	69.3	59.2	66.3	3	67
09/02/2015 06:55	67.2	65.9	58.2	64.6	3	67
09/02/2015 07:00	67.8	65.9	58.2	64.6	3	67
09/02/2015 07:05	67.8	64.7	57.4	64	3	67
09/02/2015 07:10	68.5	64.4	57.3	64.1	3	67
09/02/2015 07:15	68.1	56.8	56.2	61.2	3	67
09/02/2015 07:20	68	62	56.2	62.4	3	67
09/02/2015 07:25	67	64.4	57.3	63.6	3	67
09/02/2015 07:30	66.3	58.7	56.2	61.1	3	67
09/02/2015 07:35	65.3	59.1	56.2	60.6	3	67
09/02/2015 07:40	65.8	61.8	56.2	62.1	3	67
09/02/2015 07:45	53.1	65.2	57.8	58.5	3	67
09/02/2015 07:50	58.8	64.1	57.1	60.2	3	67
09/02/2015 07:55	62.5	63.9	56.9	61.6	3	67
09/02/2015 08:00	64.3	62.8	56.3	61.6	3	67
09/02/2015 08:05	64.8	56.8	56.2	59.6	3	67
09/02/2015 08:10	65.3	57.9	56.1	60.2	3	67
09/02/2015 08:15	65.9	63.8	56.9	62.8	3	67
09/02/2015 08:20	66.5	67.5	59.2	64.8	3	67
09/02/2015 08:25	66	68.8	58.3	65.2	3	67
09/02/2015 08:30	66.5	67.5	58.4	64.4	3	67
09/02/2015 08:35	65.4	64.4	57.3	62.8	3	67
09/02/2015 08:40	64.9	64.2	57.1	62.5	3	67
09/02/2015 08:45	65.8	66.5	58.3	63.9	3	67
09/02/2015 08:50	65.8	65.2	57.2	63.2	3	67
09/02/2015 08:55	65.2	61.5	56.2	61.4	3	67
09/02/2015 09:00	65	56.8	56.2	59.3	3	67
09/02/2015 09:05	64.4	55	56.1	58.5	3	67
09/02/2015 09:10	65.3	61.5	56.1	61.1	3	67
09/02/2015 09:15	65.1	61.3	56.1	60.9	3	67
09/02/2015 09:20	64.8	60.2	56.1	60.5	3	67
09/02/2015 09:25	65.5	62.9	56.3	61.6	3	67
09/02/2015 09:30	64.5	62	56.1	61	3	67
09/02/2015 09:35	50.6	54.3	56.1	53.4	3	67
09/02/2015 09:40	59.1	58	56	57.8	3	67
09/02/2015 09:45	61.4	61.2	56.1	59.8	3	67
09/02/2015 09:50	62.6	62.6	56.1	60.6	3	67
09/02/2015 09:55	64.8	58.9	56.1	60	3	67
09/02/2015 10:00	64	55.4	55.6	58.4	3	67
09/02/2015 10:05	64.8	57.5	55.2	59.2	3	67
09/02/2015 10:10	65.4	61.8	55.6	61	3	67
09/02/2015 10:15	65.6	61.3	55.7	60.9	3	67
09/02/2015 10:20	62.1	60.2	55.7	59.5	3	0
09/02/2015 10:25	72.8	78.3	56.6	68.8	3	67
09/02/2015 10:30	68.5	71.9	56.2	65.7	3	67
09/02/2015 10:35	66.4	67.6	56.2	63.5	3	67
09/02/2015 10:40	65.7	63.9	55.2	61.8	3	67
09/02/2015 10:45	66.1	62.8	55.6	61.8	3	67
09/02/2015 10:50	65.1	59	53.9	59.6	3	67
09/02/2015 10:55	66.3	59.3	54.5	59.8	3	67
09/02/2015 11:00	65.1	59	55.3	59.5	3	67
09/02/2015 11:05	64.2	55.3	55.7	58	3	67
09/02/2015 11:10	65.6	60	55.9	60.4	3	67
09/02/2015 11:15	66.2	57.8	56	59.9	3	67
09/02/2015 11:20	65.2	55.9	56	59	3	67
09/02/2015 11:25	65	56.4	55.8	59.3	3	67
09/02/2015 11:30	66.1	52	56.2	57.7	3	67
09/02/2015 11:35	65.6	58.3	56.2	60	3	67
09/02/2015 11:40	63.9	62.9	56.3	61.2	3	67
09/02/2015 11:45	63.7	61.9	56.2	60.6	3	67
09/02/2015 11:50	65.1	63.8	56.9	62	3	67
09/02/2015 11:55	65.2	58.8	56.2	60.4	3	67
09/02/2015 12:00	65.4	56.9	56.1	59.2	3	67
09/02/2015 12:05	65	56.2	56.1	58.7	3	67
09/02/2015 12:10	64.4	60.2	56.1	60.2	3	67
09/02/2015 12:15	63.1	56.9	55.7	58.8	3	67
09/02/2015 12:20	62.9	54.8	55.8	57.9	3	67
09/02/2015 12:25	61.9	54.5	54.3	57.1	3	67
09/02/2015 12:30	60.5	55.3	51.6	56.1	3	67
09/02/2015 12:35	60	56.2	52.1	56.2	3	67
09/02/2015 12:40	59	59.2	54	57.6	3	67
09/02/2015 12:45	58.4	56.5	52.3	55.9	3	67
09/02/2015 12:50	58.5	55.9	52	55.7	3	67
09/02/2015 12:55	59.3	52.1	49.6	53.9	3	67
09/02/2015 13:00	58.7	51.7	49.3	53.7	3	67
09/02/2015 13:05	58	55.9	52	55.6	3	67
09/02/2015 13:10	58.8	56.6	52.4	56.2	3	67
09/02/2015 13:15	58.9	58.5	53.6	57.1	3	67
09/02/2015 13:20	58.2	54.2	50.9	54.7	3	67
09/02/2015 13:25	57.7	52.5	49.8	53.5	3	67
09/02/2015 13:30	58.5	52.1	49.6	53.7	3	67
09/02/2015 13:35	58.4	50.1	48.3	52.7	3	67
09/02/2015 13:40	58.2	52.6	49.9	54	3	67
09/02/2015 13:45	57.6	53.8	50.6	54.3	3	67
09/02/2015 13:50	58.7	57.4	52.9	56.5	3	67
09/02/2015 13:55	58.6	56.7	52.5	56.1	3	67
09/02/2015 14:00	57.7	55.8	51.9	55.3	3	67
09/02/2015 14:05	57.6	56.4	52.3	55.6	3	67
09/02/2015 14:10	57.3	57.1	52.7	55.8	3	67
09/02/2015 14:15	57.2	55.9	52	55.1	3	67
09/02/2015 14:20	57.8	55.9	52	55.5	3	67
09/02/2015 14:25	57.3	56.2	52.1	55.4	3	67
09/02/2015 14:30	58.2	56.3	52.2	55.9	3	67
09/02/2015 14:35	57.2	57.1	52.7	55.8	3	67
09/02/2015 14:40	57	54.9	51.3	54.6	3	67
09/02/2015 14:45	57	55.8	51.9	55.2	3	67
09/02/2015 14:50	57.6	57.3	52.8	56.1	3	67
09/02/2015 14:55	57	57.2	52.8	55.8	3	67
09/02/2015 15:00	56.6	53.5	50.5	53.7	3	67
09/02/2015 15:05	56.5	50.9	48.8	52.4	3	67
09/02/2015 15:10	57.2	55.7	51.8	55.2	3	67
09/02/2015 15:15	57.6	56.6	52.4	55.7	3	67
09/02/2015 15:20	57.7	57.9	53.2	56.4	3	67
09/02/2015 15:25	57.5	54.4	51	54.6	3	67
09/02/2015 15:30	57.5	54.5	51.1	54.5	3	67
09/02/2015 15:35	57.5	53	50.1	53.8	3	67
09/02/2015 15:40	57.8	52.2	49.6	53.5	3	67
09/02/2015 15:45	59.6	54.1	50.8	55.3	3	67
09/02/2015 15:50	58.5	56.2	52.1	56	3	67
09/02/2015 15:55	59	57.3	52.8	56.6	3	67
09/02/2015 16:00	59.6	59.7	54.3	58.2	3	67
09/02/2015 16:05	60.4	59.8	54.4	58.5	3	67
09/02/2015 16:10	59.3	57.5	53	56.8	3	67
09/02/2015 16:15	57.1	55.8	51.9	55.1	3	67
09/02/2015 16:20	55.8	55.2	51.5	54.3	3	67
09/02/2015 16:25	54.3	54.1	50.8	53.2	3	67
09/02/2015 16:30	54	52	49.5	52	3	67
09/02/2015 16:35	55.6	50	48.3	51.6	3	67
09/02/2015 16:40	56.8	54.8	51.3	54.4	3	67
09/02/2015 16:45	57.2	59.7	54.3	57.2	3	67
09/02/2015 16:50	57.4	57.8	53.1	56.3	3	67
09/02/2015 16:55	57.9	57.2	52.8	56.1	3	67
09/02/2015 17:00	58	59	53.9	57.1	3	67
09/02/2015 17:05	58.8	60.4	54.8	58.2	3	67
09/02/2015 17:10	58.4	61.5	55.4	58.5	3	67
09/02/2015 17:15	59	60.1	54.6	58	3	67
09/02/2015 17:20	42.9	46.2	45.9	44.9	3	67
09/02/2015 17:25	32.4	34.6	44.5	36.8	3	67
09/02/2015 17:30	25.3	27.9	44.3	32.1	3	67
09/02/2015 17:35	26.7	30	44.2	33.2	3	67
09/02/2015 17:40	30.5	32.5	45.3	35.6	3	67
09/02/2015 17:45	28.8	32.6	45.2	35.2	3	67
09/02/2015 17:50	27.8	32.6	45.3	34.9	3	67
09/02/2015 17:55	39.6	41	45.7	41.9	3	67
09/02/2015 18:00	35.2	40.6	46.8	40.6	3	67
09/02/2015 18:05	33.5	40.2	47	39.9	3	67
09/02/2015 18:10	32.1	38.8	46.9	38.9	3	67
09/02/2015 18:15	24.8	30.2	46	33	3	67
09/02/2015 18:20	23.9	26.5	45	31	3	67
09/02/2015 18:25	23.2	29.1	45.1	31.9	3	67
09/02/2015 18:30	37.7	36.1	44.5	39.2	3	67
09/02/2015 18:35	30	31.9	45	35.2	3	67
09/02/2015 18:40	30.1	33.8	45.7	36.3	3	67
09/02/2015 18:45	27.1	34.7	46.7	35.5	3	67
09/02/2015 18:50	28.1	33.8	47.6	35.6	3	67
09/02/2015 18:55	26.4	34	48.2	35.3	3	67
09/02/2015 19:00	24.6	31.3	50.4	35.1	3	67
09/02/2015 19:05	35.7	36.2	54	41.8	3	67
09/02/2015 19:10	50	46	56.1	50.5	3	67
09/02/2015 19:15	58.1	50.7	56.2	54.8	3	67
09/02/2015 19:20	61.7	61.2	56.2	59.9	3	67
09/02/2015 19:25	63.6	62.3	56.2	60.8	3	67
09/02/2015 19:30	64.8	59.8	56.2	60.5	3	67
09/02/2015 19:35	65.5	56.6	56.2	59.7	3	67
09/02/2015 19:40	64.8	59.8	56.2	60.5	3	67
09/02/2015 19:45	66.3	65	57.6	63.2	3	67
09/02/2015 19:50	65.4	65.6	58	63.3	3	67
09/02/2015 19:55	64.5	65.6	57.8	62.9	3	67
09/02/2015 20:00	64.7	65.5	57.9	63	3	67
09/02/2015 20:05	64.9	67	58	63.5	3	67
09/02/2015 20:10	65.4	56.2	56.2	59.2	3	67
09/02/2015 20:15	65.6	58.3	56.2	60.3	3	67
09/02/2015 20:20	65.2	61	56.2	60.9	3	67
09/02/2015 20:25	65.3	65.7	58.1	63.1	3	67
09/02/2015 20:30	65.7	65.7	58.1	63.2	3	67
09/02/2015 20:35	65.4	53.7	56.2	58.6	3	67
09/02/2015 20:40	65.4	50.3	56.2	57.1	3	67
09/02/2015 20:45	65.7	48	56.2	56.4	3	67
09/02/2015 20:50	66.6	56.3	56.1	59.7	3	67
09/02/2015 20:55	66.9	64.5	57.3	62.9	3	67
09/02/2015 21:00	67.7	65	57.6	63.5	3	67
09/02/2015 21:05	69.4	69.7	59.2	66.4	3	67
09/02/2015 21:10	68.8	69.9	58.4	65.8	3	67
09/02/2015 21:15	69.3	72.2	58.7	67	3	67
09/02/2015 21:20	70.6	58.7	56.2	61.9	3	67
09/02/2015 21:25	71.6	67.9	59.4	66.2	3	67
09/02/2015 21:30	72.3	62.2	56.2	63.4	3	67
09/02/2015 21:35	52.3	40.7	56.2	49.1	3	67
09/02/2015 21:40	62.3	57.3	56.2	58.4	3	67
09/02/2015 21:45	68.1	61.1	56.2	61.7	3	67
09/02/2015 21:50	71.3	65.4	57.9	64.3	3	67
09/02/2015 21:55	72.9	67.7	58.8	66.6	3	67
09/02/2015 22:00	71.2	73.6	58.5	67.9	3	67
09/02/2015 22:05	71.5	58.5	56.2	61.6	3	67
09/02/2015 22:10	70.8	61.4	56.1	62.8	3	67
09/02/2015 22:15	70.5	64.2	57.1	63.6	3	67
09/02/2015 22:20	69.2	68.2	56.4	64.6	3	67
09/02/2015 22:25	69.4	72.6	56.7	66.8	3	67
09/02/2015 22:30	70.3	75.1	57.1	67.8	3	67
09/02/2015 22:35	71.4	76.9	57.5	69.3	3	67
09/02/2015 22:40	72	79.2	59.5	70.9	3	67
09/02/2015 22:45	70.7	69.9	59.7	66.5	3	67
09/02/2015 22:50	71.4	74.9	60.4	68.8	3	67
09/02/2015 22:55	70.2	70.3	59.1	66.8	3	67
09/02/2015 23:00	71.2	60.2	56.2	61	3	67
09/02/2015 23:05	71.4	67.6	59.3	65.5	3	67
09/02/2015 23:10	71.8	65.2	57.8	63.7	3	67
09/02/2015 23:15	72	70.8	60.7	67.6	3	67
09/02/2015 23:20	71.4	59.9	56.2	60.6	3	67
09/02/2015 23:25	71.7	55	56.2	59.5	3	67
09/02/2015 23:30	72	69	60.1	66.5	3	67
09/02/2015 23:35	72.1	75.3	59.7	69.9	3	67
09/02/2015 23:40	72.1	73.9	57.9	67.9	3	67
09/02/2015 23:45	72	64.6	57.4	64	3	67
09/02/2015 23:50	72	70.8	59.4	66.6	3	67
09/02/2015 23:55	72	74.9	60	69.5	3	67
