5 Minutes	Lane 1 Flow (Veh/5 Minutes)	Lane 2 Flow (Veh/5 Minutes)	Lane 3 Flow (Veh/5 Minutes)	Flow (Veh/5 Minutes)	# Lane Points	% Observed
09/03/2015 05:30	53	81	66	200	3	100
09/03/2015 05:35	68	95	63	226	3	100
09/03/2015 05:40	71	90	89	250	3	100
09/03/2015 05:45	104	112	98	314	3	100
09/03/2015 05:50	99	110	105	314	3	100
09/03/2015 05:55	84	111	81	276	3	100
09/03/2015 06:00	86	104	84	274	3	100
09/03/2015 06:05	86	109	90	285	3	100
09/03/2015 06:10	110	128	112	350	3	100
09/03/2015 06:15	130	123	119	372	3	100
09/03/2015 06:20	139	130	132	401	3	100
09/03/2015 06:25	138	142	125	405	3	100
09/03/2015 06:30	154	160	143	457	3	100
09/03/2015 06:35	149	146	132	427	3	100
09/03/2015 06:40	198	151	148	497	3	100
09/03/2015 06:45	180	151	163	494	3	100
09/03/2015 06:50	152	158	139	449	3	100
09/03/2015 06:55	157	155	146	458	3	100
09/03/2015 07:00	181	159	156	496	3	100
09/03/2015 07:05	143	141	142	426	3	100
09/03/2015 07:10	166	152	153	471	3	100
09/03/2015 07:15	202	167	164	533	3	100
09/03/2015 07:20	161	155	156	472	3	100
09/03/2015 07:25	172	166	169	507	3	100
09/03/2015 07:30	191	174	175	540	3	100
09/03/2015 07:35	197	161	189	547	3	100
09/03/2015 07:40	199	151	164	514	3	100
09/03/2015 07:45	183	172	173	528	3	100
09/03/2015 07:50	188	178	171	537	3	100
09/03/2015 07:55	166	149	154	469	3	100
09/03/2015 08:00	161	157	171	489	3	100
09/03/2015 08:05	159	151	132	442	3	100
09/03/2015 08:10	152	159	168	479	3	100
09/03/2015 08:15	177	175	161	513	3	100
09/03/2015 08:20	180	164	174	518	3	100
09/03/2015 08:25	172	160	149	481	3	100
09/03/2015 08:30	148	160	152	460	3	100
09/03/2015 08:35	162	163	150	475	3	100
09/03/2015 08:40	159	174	159	492	3	100
09/03/2015 08:45	169	166	149	484	3	100
09/03/2015 08:50	157	155	157	469	3	100
09/03/2015 08:55	142	147	134	423	3	100
09/03/2015 09:00	142	137	141	420	3	100
09/03/2015 09:05	110	124	120	354	3	100
09/03/2015 09:10	138	141	133	412	3	100
09/03/2015 09:15	125	142	141	408	3	100
09/03/2015 09:20	134	127	129	390	3	100
09/03/2015 09:25	117	136	133	386	3	100
09/03/2015 09:30	140	160	147	447	3	100
09/03/2015 09:35	155	137	139	431	3	100
09/03/2015 09:40	160	146	139	445	3	100
09/03/2015 09:45	151	150	142	443	3	100
09/03/2015 09:50	131	139	152	422	3	100
09/03/2015 09:55	134	145	147	426	3	100
09/03/2015 10:00	118	148	133	399	3	100
09/03/2015 10:05	140	144	127	411	3	100
09/03/2015 10:10	129	142	123	394	3	100
09/03/2015 10:15	146	145	141	432	3	100
09/03/2015 10:20	124	136	128	388	3	100
09/03/2015 10:25	124	124	121	369	3	100
09/03/2015 10:30	162	138	122	422	3	100
09/03/2015 10:35	146	153	130	429	3	100
09/03/2015 10:40	134	160	134	428	3	100
09/03/2015 10:45	170	155	140	465	3	100
09/03/2015 10:50	130	138	144	412	3	100
09/03/2015 10:55	142	142	147	431	3	100
09/03/2015 11:00	141	135	135	411	3	100
09/03/2015 11:05	138	136	141	415	3	100
09/03/2015 11:10	141	147	133	421	3	100
09/03/2015 11:15	150	153	136	439	3	100
09/03/2015 11:20	147	149	139	435	3	100
09/03/2015 11:25	155	158	142	455	3	100
09/03/2015 11:30	137	170	146	453	3	100
09/03/2015 11:35	144	165	143	452	3	100
09/03/2015 11:40	181	154	154	489	3	100
09/03/2015 11:45	140	153	130	423	3	100
09/03/2015 11:50	124	149	152	425	3	100
09/03/2015 11:55	147	159	137	443	3	100
09/03/2015 12:00	142	144	136	422	3	100
09/03/2015 12:05	144	144	144	432	3	100
09/03/2015 12:10	144	161	138	443	3	100
09/03/2015 12:15	154	157	158	469	3	100
09/03/2015 12:20	106	126	114	346	3	100
09/03/2015 12:25	181	142	144	467	3	100
09/03/2015 12:30	170	142	150	462	3	100
09/03/2015 12:35	157	144	138	439	3	100
09/03/2015 12:40	169	152	149	470	3	100
09/03/2015 12:45	159	150	138	447	3	100
09/03/2015 12:50	168	149	146	463	3	100
09/03/2015 12:55	159	152	137	448	3	100
09/03/2015 13:00	160	144	125	429	3	100
09/03/2015 13:05	163	149	152	464	3	100
09/03/2015 13:10	160	139	125	424	3	100
09/03/2015 13:15	152	156	152	460	3	100
09/03/2015 13:20	167	144	140	451	3	100
09/03/2015 13:25	157	142	145	444	3	100
09/03/2015 13:30	158	146	142	446	3	100
09/03/2015 13:35	163	130	143	436	3	100
09/03/2015 13:40	171	145	124	440	3	100
09/03/2015 13:45	163	158	155	476	3	100
09/03/2015 13:50	170	136	137	443	3	100
09/03/2015 13:55	170	159	147	476	3	100
09/03/2015 14:00	169	133	137	439	3	100
09/03/2015 14:05	169	156	139	464	3	100
09/03/2015 14:10	163	153	127	443	3	100
09/03/2015 14:15	176	139	130	445	3	100
09/03/2015 14:20	176	151	138	465	3	100
09/03/2015 14:25	174	155	134	463	3	100
09/03/2015 14:30	183	153	142	478	3	100
09/03/2015 14:35	177	142	129	448	3	100
09/03/2015 14:40	175	141	138	454	3	100
09/03/2015 14:45	179	146	118	443	3	100
09/03/2015 14:50	172	145	130	447	3	100
09/03/2015 14:55	168	141	144	453	3	100
09/03/2015 15:00	173	165	137	475	3	100
09/03/2015 15:05	174	150	134	458	3	100
09/03/2015 15:10	170	151	142	463	3	100
09/03/2015 15:15	161	148	135	444	3	100
09/03/2015 15:20	167	157	136	460	3	100
09/03/2015 15:25	171	134	133	438	3	100
09/03/2015 15:30	169	128	140	437	3	100
09/03/2015 15:35	171	155	128	454	3	100
09/03/2015 15:40	188	137	136	461	3	100
09/03/2015 15:45	167	143	151	461	3	100
09/03/2015 15:50	173	161	146	480	3	100
09/03/2015 15:55	176	156	139	471	3	100
09/03/2015 16:00	178	149	133	460	3	100
09/03/2015 16:05	177	155	135	467	3	100
09/03/2015 16:10	183	162	140	485	3	100
09/03/2015 16:15	171	144	136	451	3	100
09/03/2015 16:20	169	156	135	460	3	100
09/03/2015 16:25	170	141	134	445	3	100
09/03/2015 16:30	166	148	137	451	3	100
09/03/2015 16:35	168	146	130	444	3	100
09/03/2015 16:40	174	166	137	477	3	100
09/03/2015 16:45	166	147	137	450	3	100
09/03/2015 16:50	167	151	147	465	3	100
09/03/2015 16:55	162	160	141	463	3	100
09/03/2015 17:00	157	155	133	445	3	100
09/03/2015 17:05	165	140	139	444	3	100
09/03/2015 17:10	175	162	148	485	3	100
09/03/2015 17:15	170	152	136	458	3	100
09/03/2015 17:20	165	145	143	453	3	100
09/03/2015 17:25	160	144	139	443	3	100
09/03/2015 17:30	154	148	132	434	3	100
09/03/2015 17:35	168	136	139	443	3	100
09/03/2015 17:40	146	137	142	425	3	100
09/03/2015 17:45	166	142	149	457	3	100
09/03/2015 17:50	146	148	149	443	3	100
09/03/2015 17:55	167	165	145	477	3	100
09/03/2015 18:00	154	132	144	430	3	100
09/03/2015 18:05	166	145	140	451	3	100
09/03/2015 18:10	163	136	152	451	3	100
09/03/2015 18:15	152	145	136	433	3	100
09/03/2015 18:20	157	136	139	432	3	100
09/03/2015 18:25	157	146	147	450	3	100
09/03/2015 18:30	154	145	131	430	3	100
09/03/2015 18:35	163	141	139	443	3	100
09/03/2015 18:40	154	136	128	418	3	100
09/03/2015 18:45	160	134	128	422	3	100
09/03/2015 18:50	168	135	148	451	3	100
09/03/2015 18:55	151	137	121	409	3	100
09/03/2015 19:00	140	126	124	390	3	100
09/03/2015 19:05	135	126	121	382	3	100
09/03/2015 19:10	159	126	127	412	3	100
09/03/2015 19:15	136	135	126	397	3	100
09/03/2015 19:20	133	140	132	405	3	100
09/03/2015 19:25	133	131	110	374	3	100
09/03/2015 19:30	134	129	117	380	3	100
09/03/2015 19:35	150	132	118	400	3	100
09/03/2015 19:40	121	118	106	345	3	100
09/03/2015 19:45	133	131	103	367	3	100
09/03/2015 19:50	139	123	107	369	3	100
09/03/2015 19:55	130	113	103	346	3	100
09/03/2015 20:00	148	123	98	369	3	100
09/03/2015 20:05	120	120	112	352	3	100
09/03/2015 20:10	136	134	115	385	3	100
09/03/2015 20:15	116	123	125	364	3	100
09/03/2015 20:20	135	117	113	365	3	100
09/03/2015 20:25	104	125	105	334	3	100
09/03/2015 20:30	130	126	102	358	3	100
09/03/2015 20:35	107	121	92	320	3	100
09/03/2015 20:40	130	120	101	351	3	100
09/03/2015 20:45	100	112	101	313	3	100
09/03/2015 20:50	127	124	104	355	3	100
09/03/2015 20:55	93	109	111	313	3	100
09/03/2015 21:00	107	124	100	331	3	100
09/03/2015 21:05	121	114	101	336	3	100
09/03/2015 21:10	112	117	108	337	3	100
09/03/2015 21:15	115	110	89	314	3	100
09/03/2015 21:20	109	115	99	323	3	100
09/03/2015 21:25	82	96	74	252	3	100
09/03/2015 21:30	93	98	86	277	3	100
09/03/2015 21:35	95	97	89	281	3	100
09/03/2015 21:40	72	92	95	259	3	100
09/03/2015 21:45	74	97	72	243	3	100
09/03/2015 21:50	72	92	79	243	3	100
09/03/2015 21:55	58	88	64	210	3	100
09/03/2015 22:00	71	92	62	225	3	100
09/03/2015 22:05	86	80	80	246	3	100
09/03/2015 22:10	82	104	86	272	3	100
09/03/2015 22:15	77	90	70	237	3	100
09/03/2015 22:20	65	68	51	184	3	100
09/03/2015 22:25	52	69	52	173	3	100
09/03/2015 22:30	57	72	56	185	3	100
09/03/2015 22:35	52	70	54	176	3	100
09/03/2015 22:40	54	75	58	187	3	100
09/03/2015 22:45	52	59	46	157	3	100
09/03/2015 22:50	35	61	41	137	3	100
09/03/2015 22:55	54	77	45	176	3	100
09/03/2015 23:00	30	50	38	118	3	100
09/03/2015 23:05	39	57	39	135	3	100
09/03/2015 23:10	43	54	37	134	3	100
09/03/2015 23:15	37	52	43	132	3	100
09/03/2015 23:20	40	61	34	135	3	100
09/03/2015 23:25	34	50	41	125	3	100
09/03/2015 23:30	32	44	33	109	3	100
09/03/2015 23:35	31	57	30	118	3	100
09/03/2015 23:40	29	45	32	106	3	100
09/03/2015 23:45	18	46	23	87	3	100
09/03/2015 23:50	22	40	27	89	3	100
09/03/2015 23:55	19	35	24	78	3	100
