5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Speed (mph)	# Lane Points	% Observed
09/03/2015 03:35	71.8	69	62	67.2	3	100
09/03/2015 03:40	71.7	70.4	62.6	68.1	3	100
09/03/2015 03:45	72.1	70.9	65	68.3	3	100
09/03/2015 03:50	72.2	70.2	60.9	66.5	3	100
09/03/2015 03:55	72	70.3	60.4	66.7	3	100
09/03/2015 04:00	71.9	70.4	61	67.7	3	100
09/03/2015 04:05	71.8	69.9	60.1	66.6	3	100
09/03/2015 04:10	71.9	70.6	56.2	65.9	3	100
09/03/2015 04:15	72	69	60.2	66.3	3	100
09/03/2015 04:20	71.9	69.7	57.3	66.5	3	100
09/03/2015 04:25	71.6	68.7	53.6	66.1	3	100
09/03/2015 04:30	72	67.3	53.9	63.3	3	100
09/03/2015 04:35	71.8	71.1	58.9	68.3	3	100
09/03/2015 04:40	71.5	69.4	63.3	67.7	3	100
09/03/2015 04:45	71.8	66	62.9	66.6	3	100
09/03/2015 04:50	71.9	66.8	61.6	66.6	3	100
09/03/2015 04:55	72	68.1	61.5	66.9	3	100
09/03/2015 05:00	71.7	72	55.7	66.4	3	100
09/03/2015 05:05	71.9	69.5	49.3	65.2	3	100
09/03/2015 05:10	71.7	69.2	54.7	65.8	3	100
09/03/2015 05:15	72	70.3	55.5	66.5	3	100
09/03/2015 05:20	71.8	66.9	51.9	64.2	3	100
09/03/2015 05:25	71.9	69.5	52.2	64.3	3	100
09/03/2015 05:30	72.6	73.2	58.9	68.3	3	100
09/03/2015 05:35	72.7	71.6	54.6	67.2	3	100
09/03/2015 05:40	72.3	73.4	55.2	66.6	3	100
09/03/2015 05:45	72.3	74.4	60.4	69.3	3	100
09/03/2015 05:50	72.6	74.1	63.8	70.2	3	100
09/03/2015 05:55	72.6	74.8	61.8	70.3	3	100
09/03/2015 06:00	71.4	72	62	68.7	3	100
09/03/2015 06:05	69.8	68.7	60.4	66.4	3	100
09/03/2015 06:10	68.8	67	59.1	65	3	100
09/03/2015 06:15	68.3	68.3	60.5	65.8	3	100
09/03/2015 06:20	68	67.9	61.4	65.8	3	100
09/03/2015 06:25	67.7	67.2	62.3	65.9	3	100
09/03/2015 06:30	67.7	66.8	61.9	65.6	3	100
09/03/2015 06:35	67.8	65.4	64.2	65.9	3	100
09/03/2015 06:40	67	65.4	63.9	65.6	3	100
09/03/2015 06:45	66.9	64.5	64.7	65.4	3	100
09/03/2015 06:50	66.3	64.6	62.6	64.6	3	100
09/03/2015 06:55	67.6	65.9	61.5	65.1	3	100
09/03/2015 07:00	67.6	66	60.9	65	3	100
09/03/2015 07:05	69	67.6	62.9	66.5	3	100
09/03/2015 07:10	67.5	65.4	61.9	65	3	100
09/03/2015 07:15	64.9	64	60.9	63.4	3	100
09/03/2015 07:20	65.5	64.8	63	64.4	3	100
09/03/2015 07:25	65.9	66	62.4	64.8	3	100
09/03/2015 07:30	64.4	65.2	61.1	63.6	3	100
09/03/2015 07:35	64.2	62.6	58.2	61.7	3	100
09/03/2015 07:40	64	63	59.7	62.3	3	100
09/03/2015 07:45	64.6	62.7	58.7	62	3	100
09/03/2015 07:50	64.2	63.3	58.5	62.1	3	100
09/03/2015 07:55	65.3	64.7	63.1	64.4	3	100
09/03/2015 08:00	66	65.5	64.3	65.2	3	100
09/03/2015 08:05	66.5	63.3	59.5	63.3	3	100
09/03/2015 08:10	65.1	64	60.8	63.2	3	100
09/03/2015 08:15	65.1	62.6	59.1	62.4	3	100
09/03/2015 08:20	64.9	63.9	62	63.6	3	100
09/03/2015 08:25	65.9	63	58	62.5	3	100
09/03/2015 08:30	65.6	61.6	56.6	61.2	3	100
09/03/2015 08:35	64.9	61.2	54.7	60.4	3	100
09/03/2015 08:40	64.7	62.1	55.7	60.9	3	100
09/03/2015 08:45	64.2	62.9	54.9	60.9	3	100
09/03/2015 08:50	63.6	62.6	58.5	61.6	3	100
09/03/2015 08:55	64.7	62.6	55.7	61.1	3	100
09/03/2015 09:00	65.6	60.7	57.1	61.1	3	100
09/03/2015 09:05	65.5	61.2	56.5	60.9	3	100
09/03/2015 09:10	66.2	60.3	56.9	61.2	3	100
09/03/2015 09:15	66	57.9	60.1	61.1	3	100
09/03/2015 09:20	65.7	58.1	58.3	60.8	3	100
09/03/2015 09:25	64.9	58.2	57.9	60.1	3	100
09/03/2015 09:30	65.2	59.7	57.1	60.6	3	100
09/03/2015 09:35	64.4	62.1	56.4	61.1	3	100
09/03/2015 09:40	64.5	60.4	57.8	61.1	3	100
09/03/2015 09:45	63.8	58.8	56.5	59.8	3	100
09/03/2015 09:50	64.2	59.3	57.5	60.2	3	100
09/03/2015 09:55	64.5	60.5	56.3	60.3	3	100
09/03/2015 10:00	64.4	60.5	55.8	60.1	3	100
09/03/2015 10:05	65.1	60.4	54.5	60.2	3	100
09/03/2015 10:10	65.1	58.7	54	59.3	3	100
09/03/2015 10:15	65	58.7	52.9	58.9	3	100
09/03/2015 10:20	64.6	57.6	51.7	57.9	3	100
09/03/2015 10:25	64.4	59.1	51.9	58.5	3	100
09/03/2015 10:30	64.6	56.9	55.5	59.5	3	100
09/03/2015 10:35	65.5	59.1	54.3	59.8	3	100
09/03/2015 10:40	65.4	60.6	55.2	60.4	3	100
09/03/2015 10:45	64.4	60.1	54.6	60	3	100
09/03/2015 10:50	65	59.7	54.1	59.4	3	100
09/03/2015 10:55	65.2	57.8	53.1	58.6	3	100
09/03/2015 11:00	65.4	56.3	55.8	59.3	3	100
09/03/2015 11:05	65.2	58.1	55	59.4	3	100
09/03/2015 11:10	65.4	57.6	53.9	59	3	100
09/03/2015 11:15	64.2	59	56.9	60.1	3	100
09/03/2015 11:20	64.8	59.6	58	60.8	3	100
09/03/2015 11:25	64.1	58.2	58.4	60.3	3	100
09/03/2015 11:30	63.5	59	56.7	59.6	3	100
09/03/2015 11:35	64.3	60.1	59.2	61.2	3	100
09/03/2015 11:40	64.1	58.9	57.1	60.3	3	100
09/03/2015 11:45	65	60.3	54.9	60.2	3	100
09/03/2015 11:50	66.4	61.1	57.1	61.2	3	100
09/03/2015 11:55	65.2	61.2	57.4	61.4	3	100
09/03/2015 12:00	64.9	61.8	56.8	61.2	3	100
09/03/2015 12:05	64.2	61.1	56.4	60.6	3	100
09/03/2015 12:10	64.1	60.8	55	60.1	3	100
09/03/2015 12:15	63.4	58.6	54.5	58.8	3	100
09/03/2015 12:20	66	61.5	52.8	60	3	100
09/03/2015 12:25	64	58.5	54.8	59.5	3	100
09/03/2015 12:30	61.8	57.7	56.3	58.8	3	100
09/03/2015 12:35	62.1	57.5	55	58.4	3	100
09/03/2015 12:40	61.7	55.8	53.5	57.2	3	100
09/03/2015 12:45	61.3	57.2	55.4	58.1	3	100
09/03/2015 12:50	61.7	59.2	57	59.4	3	100
09/03/2015 12:55	62.3	59.5	56.7	59.6	3	100
09/03/2015 13:00	61.6	58.4	56.2	59	3	100
09/03/2015 13:05	61.9	60	55.6	59.2	3	100
09/03/2015 13:10	61.6	58.5	51.9	57.7	3	100
09/03/2015 13:15	61.2	59.2	56.6	59	3	100
09/03/2015 13:20	61.4	59.6	54.3	58.6	3	100
09/03/2015 13:25	61.6	55.8	53.7	57.2	3	100
09/03/2015 13:30	61.1	58	55.1	58.2	3	100
09/03/2015 13:35	60.2	55.2	55.9	57.3	3	100
09/03/2015 13:40	60	55.5	56.3	57.5	3	100
09/03/2015 13:45	60.7	58.2	57.6	58.9	3	100
09/03/2015 13:50	60.9	55.6	56.8	58	3	100
09/03/2015 13:55	60.3	54.9	56.5	57.3	3	100
09/03/2015 14:00	60.7	54.7	58.8	58.3	3	100
09/03/2015 14:05	59.6	56.1	57.7	57.9	3	100
09/03/2015 14:10	60.8	59.6	57.6	59.5	3	100
09/03/2015 14:15	60.4	58	57.8	58.9	3	100
09/03/2015 14:20	59.9	58.2	56	58.2	3	100
09/03/2015 14:25	60.8	57.9	58.7	59.2	3	100
09/03/2015 14:30	60.9	58.8	55.7	58.7	3	100
09/03/2015 14:35	61.1	57.8	55.2	58.4	3	100
09/03/2015 14:40	61.9	58.1	56	58.9	3	100
09/03/2015 14:45	61.9	56.6	54.9	58.3	3	100
09/03/2015 14:50	61.9	57.6	56.7	59	3	100
09/03/2015 14:55	61.2	57	57.4	58.7	3	100
09/03/2015 15:00	60.8	59.6	57.1	59.3	3	100
09/03/2015 15:05	60.8	57.7	54.7	58	3	100
09/03/2015 15:10	60.1	60.2	55	58.6	3	100
09/03/2015 15:15	60.3	61.2	56.2	59.4	3	100
09/03/2015 15:20	59.9	60.9	56.3	59.2	3	100
09/03/2015 15:25	60.3	58.8	56.5	58.7	3	100
09/03/2015 15:30	59.8	55.2	57.4	57.7	3	100
09/03/2015 15:35	60.6	58.6	58.5	59.3	3	100
09/03/2015 15:40	61.1	59	59.5	60	3	100
09/03/2015 15:45	60.6	58.4	58.6	59.3	3	100
09/03/2015 15:50	60.8	59.4	60.4	60.2	3	100
09/03/2015 15:55	61.1	60.8	57.8	60	3	100
09/03/2015 16:00	61.5	60.5	61.7	61.2	3	100
09/03/2015 16:05	61	59.6	59.6	60.1	3	100
09/03/2015 16:10	59.9	61.2	57.8	59.7	3	100
09/03/2015 16:15	60.4	59.8	58.5	59.6	3	100
09/03/2015 16:20	60.7	59.9	59.5	60.1	3	100
09/03/2015 16:25	61.5	58.5	60.3	60.2	3	100
09/03/2015 16:30	62	61.5	60.9	61.5	3	100
09/03/2015 16:35	60.7	61	58.9	60.3	3	100
09/03/2015 16:40	61.1	61.7	58.3	60.5	3	100
09/03/2015 16:45	60	60.3	59.8	60	3	100
09/03/2015 16:50	60.6	61.9	62	61.5	3	100
09/03/2015 16:55	59.5	62	61.7	61	3	100
09/03/2015 17:00	59.8	62.6	59.2	60.6	3	100
09/03/2015 17:05	59.3	61.2	58.4	59.6	3	100
09/03/2015 17:10	60	60.7	59.9	60.2	3	100
09/03/2015 17:15	61.4	61.9	60.3	61.2	3	100
09/03/2015 17:20	61.4	62.4	63.2	62.3	3	100
09/03/2015 17:25	60.4	62.2	60.9	61.1	3	100
09/03/2015 17:30	59.3	59.9	57.2	58.9	3	100
09/03/2015 17:35	58.2	57.7	57.9	58	3	100
09/03/2015 17:40	58.7	56.2	57.3	57.4	3	100
09/03/2015 17:45	56.5	55.7	56.9	56.4	3	100
09/03/2015 17:50	57.5	56.3	55.5	56.4	3	100
09/03/2015 17:55	58.3	57.4	56.2	57.4	3	100
09/03/2015 18:00	58.5	59.2	55.5	57.7	3	100
09/03/2015 18:05	58.3	57.6	55.9	57.3	3	100
09/03/2015 18:10	58.5	57.5	56.4	57.5	3	100
09/03/2015 18:15	58.5	58.5	57.4	58.2	3	100
09/03/2015 18:20	57.9	57.5	57.7	57.7	3	100
09/03/2015 18:25	56.6	56.5	55	56	3	100
09/03/2015 18:30	57.5	58	55.6	57.1	3	100
09/03/2015 18:35	56.3	57.9	53.8	56	3	100
09/03/2015 18:40	57.2	57.7	54.2	56.4	3	100
09/03/2015 18:45	58.6	59.1	55.8	57.9	3	100
09/03/2015 18:50	56.6	55.5	56.8	56.3	3	100
09/03/2015 18:55	57.5	58	54.2	56.7	3	100
09/03/2015 19:00	60.1	60	56.5	58.9	3	100
09/03/2015 19:05	61.3	61.8	60.7	61.3	3	100
09/03/2015 19:10	62.7	62.2	60.8	62	3	100
09/03/2015 19:15	64.2	63.9	62.2	63.5	3	100
09/03/2015 19:20	65.2	64.6	63.9	64.6	3	100
09/03/2015 19:25	64.6	64.6	61	63.5	3	100
09/03/2015 19:30	63.6	62.8	60.9	62.5	3	100
09/03/2015 19:35	62.5	61.4	59	61.1	3	100
09/03/2015 19:40	63.7	62.5	60.6	62.3	3	100
09/03/2015 19:45	64.4	62.6	61.2	62.9	3	100
09/03/2015 19:50	64.4	64.3	60.8	63.3	3	100
09/03/2015 19:55	64.1	65	60.5	63.3	3	100
09/03/2015 20:00	62.3	61.4	55.7	60.2	3	100
09/03/2015 20:05	63.9	62.6	58.7	61.8	3	100
09/03/2015 20:10	62.7	63.3	62.1	62.7	3	100
09/03/2015 20:15	62.3	64.7	61.7	62.9	3	100
09/03/2015 20:20	62.6	60.7	60.4	61.3	3	100
09/03/2015 20:25	63.2	62.2	63.4	62.9	3	100
09/03/2015 20:30	63.1	58.8	55.8	59.5	3	100
09/03/2015 20:35	64.1	59.8	59.9	61.3	3	100
09/03/2015 20:40	64.7	61.8	59.8	62.3	3	100
09/03/2015 20:45	64.9	62.4	62.1	63.1	3	100
09/03/2015 20:50	64.8	63	64.2	64	3	100
09/03/2015 20:55	65.8	66.2	65.1	65.7	3	100
09/03/2015 21:00	67.8	69.1	60.4	66.1	3	100
09/03/2015 21:05	68.3	68.3	63.3	66.8	3	100
09/03/2015 21:10	69.7	69	64.6	67.8	3	100
09/03/2015 21:15	70.7	69.5	63.9	68.4	3	100
09/03/2015 21:20	69.8	70.7	62	67.7	3	100
09/03/2015 21:25	72.1	69.3	64.5	68.8	3	100
09/03/2015 21:30	72.2	69.9	62.4	68.3	3	100
09/03/2015 21:35	72.3	70.4	62.2	68.4	3	100
09/03/2015 21:40	72.9	70	61.5	67.7	3	100
09/03/2015 21:45	72.6	71.2	59.9	68.3	3	100
09/03/2015 21:50	73	72.1	63.2	69.5	3	100
09/03/2015 21:55	74.2	71.6	61.2	69.1	3	100
09/03/2015 22:00	74.2	69	56.7	67.3	3	100
09/03/2015 22:05	72.1	70.1	59.7	67.4	3	100
09/03/2015 22:10	71.3	70.3	61.3	67.8	3	100
09/03/2015 22:15	69.3	70	59	66.5	3	100
09/03/2015 22:20	69.9	69.6	59.4	66.9	3	100
09/03/2015 22:25	70.3	66.1	57.8	64.9	3	100
09/03/2015 22:30	69.5	68.3	59.9	66.1	3	100
09/03/2015 22:35	69.8	70.9	58.1	66.6	3	100
09/03/2015 22:40	70.5	72.3	60.6	68.2	3	100
09/03/2015 22:45	72.3	73.2	60	69	3	100
09/03/2015 22:50	71.7	71.3	63.5	69.1	3	100
09/03/2015 22:55	72.3	71.4	60.9	69	3	100
09/03/2015 23:00	72	71.5	64.7	69.4	3	100
09/03/2015 23:05	72.1	62.9	62.3	65.4	3	100
09/03/2015 23:10	72.1	69	60.4	67.6	3	100
09/03/2015 23:15	71.9	71	61.9	68.3	3	100
09/03/2015 23:20	72	69.8	66.2	69.5	3	100
09/03/2015 23:25	71.4	69.9	67.5	69.5	3	100
09/03/2015 23:30	71.9	71	64.2	69.2	3	100
09/03/2015 23:35	71.7	71	62	68.9	3	100
09/03/2015 23:40	71.7	69.8	62.3	68.1	3	100
09/03/2015 23:45	71.9	71.4	60.3	68.6	3	100
09/03/2015 23:50	72.4	70.2	56.4	66.6	3	100
09/03/2015 23:55	72.2	64	57.3	63.9	3	100
