5 Minutes	Lane 1 Truck Prop (%)	Lane 2 Truck Prop (%)	Lane 3 Truck Prop (%)	Truck Prop (%)	# Lane Points	% Observed
09/03/2015 10:10	0	7.6	20.2	9.1	3	67
09/03/2015 10:15	0	9	15.5	7.9	3	67
09/03/2015 10:20	0	6.7	19.3	8.7	3	67
09/03/2015 10:25	0	9.8	20.5	9.8	3	67
09/03/2015 10:30	0	23.7	14.7	12.3	3	67
09/03/2015 10:35	0	12.5	14	8.9	3	67
09/03/2015 10:40	0	11.4	20.6	10.2	3	67
09/03/2015 10:45	0	11.9	6.6	6.2	3	67
09/03/2015 10:50	0	10	11.9	7.3	3	67
09/03/2015 10:55	0	9.2	12.5	7.2	3	67
09/03/2015 11:00	0	8.2	13	7	3	67
09/03/2015 11:05	0	12.7	15	9	3	67
09/03/2015 11:10	0	6.1	12.9	6.2	3	67
09/03/2015 11:15	0	4.5	10.1	4.7	3	67
09/03/2015 11:20	0	3.7	11.6	5.1	3	67
09/03/2015 11:25	0	12.6	6	6.2	3	67
09/03/2015 11:30	0	6.5	3.3	3.4	3	67
09/03/2015 11:35	0	5.9	10.5	5.4	3	67
09/03/2015 11:40	0	9.6	8	5.7	3	67
09/03/2015 11:45	0	7.4	8.2	5.3	3	67
09/03/2015 11:50	0	8.6	7.5	5.6	3	67
09/03/2015 11:55	0	3.7	8.8	4.1	3	67
09/03/2015 12:00	0	5.3	14	6.1	3	67
09/03/2015 12:05	0	3.8	4.3	2.7	3	67
09/03/2015 12:10	0	3.6	9.4	4.2	3	67
09/03/2015 12:15	0	8.7	11	6.5	3	67
09/03/2015 12:20	0	3.6	15.3	6.3	3	67
09/03/2015 12:25	0	5.1	25.5	9.2	3	67
09/03/2015 12:30	0	6.8	19.2	8	3	67
09/03/2015 12:35	0	5.2	16.5	6.7	3	67
09/03/2015 12:40	0	5.3	18.1	7.4	3	67
09/03/2015 12:45	0	4.7	17.3	6.6	3	67
09/03/2015 12:50	0	1.9	12.4	4.4	3	67
09/03/2015 12:55	0	4.6	16.8	6.5	3	67
09/03/2015 13:00	0	6.7	19.5	8.1	3	67
09/03/2015 13:05	0	7.8	21	8.7	3	67
09/03/2015 13:10	0	4.7	16.7	6.6	3	67
09/03/2015 13:15	0	2.5	12.9	4.9	3	67
09/03/2015 13:20	0	10.5	24.3	10.8	3	67
09/03/2015 13:25	0	8.2	21.1	9.2	3	67
09/03/2015 13:30	0	4.5	16.5	6.6	3	67
09/03/2015 13:35	0	7	19.5	8	3	67
09/03/2015 13:40	0	5	16.7	6.7	3	67
09/03/2015 13:45	0	4.5	15.7	6.2	3	67
09/03/2015 13:50	0	8	20.5	8.9	3	67
09/03/2015 13:55	0	5.4	18	7	3	67
09/03/2015 14:00	0	17.7	33.3	15.1	3	67
09/03/2015 14:05	0	8	20.5	8.8	3	67
09/03/2015 14:10	0	7.4	20.5	8.4	3	67
09/03/2015 14:15	0	13.2	27.9	12.6	3	67
09/03/2015 14:20	0	11.2	24	11.3	3	67
09/03/2015 14:25	0	4.3	15.5	6.1	3	67
09/03/2015 14:30	0	1.2	19	5.6	3	67
09/03/2015 14:35	0	6.7	19.4	7.9	3	67
09/03/2015 14:40	0	17.7	33.6	15.5	3	67
09/03/2015 14:45	0	5.2	18.2	7	3	67
09/03/2015 14:50	0	4.7	17.7	6.6	3	67
09/03/2015 14:55	0	20.4	38.2	17.7	3	67
09/03/2015 15:00	0	0	16.4	4.6	3	67
09/03/2015 15:05	0	5.7	17.6	7	3	67
09/03/2015 15:10	0	.6	11	3.6	3	67
09/03/2015 15:15	0	4	15.6	5.9	3	67
09/03/2015 15:20	0	4.9	23.1	8.1	3	67
09/03/2015 15:25	0	7.6	28.8	10.2	3	67
09/03/2015 15:30	0	9.7	23.3	9.6	3	67
09/03/2015 15:35	0	7.5	20.3	8.7	3	67
09/03/2015 15:40	0	6.9	18.9	7.9	3	67
09/03/2015 15:45	0	3.7	15.6	6	3	67
09/03/2015 15:50	0	3.6	14.8	5.6	3	67
09/03/2015 15:55	0	1.9	12.3	4.2	3	67
09/03/2015 16:00	0	3.2	14.3	5.2	3	67
09/03/2015 16:05	0	3.7	14.4	5.6	3	67
09/03/2015 16:10	0	6.5	18.3	7.7	3	67
09/03/2015 16:15	0	4.3	16.7	6	3	67
09/03/2015 16:20	0	2.6	13.8	5	3	67
09/03/2015 16:25	0	16.8	32.8	14.1	3	67
09/03/2015 16:30	0	1.9	13	4.5	3	67
09/03/2015 16:35	0	0	9.8	3	3	67
09/03/2015 16:40	0	8.2	20.6	9.3	3	67
09/03/2015 16:45	0	5.7	18.4	7.4	3	67
09/03/2015 16:50	0	4.1	16	5.9	3	67
09/03/2015 16:55	0	0	9.9	3.1	3	67
09/03/2015 17:00	0	6.2	18.6	7.9	3	67
09/03/2015 17:05	0	2	13.2	4.6	3	67
09/03/2015 17:10	0	1.8	12.8	4.4	3	67
09/03/2015 17:15	0	3.3	14.9	5.3	3	67
09/03/2015 17:20	0	2	13	4.5	3	67
09/03/2015 17:25	0	0	10	3	3	67
09/03/2015 17:30	0	2	13.5	4.7	3	67
09/03/2015 17:35	0	3.5	49.6	15.6	3	67
09/03/2015 17:40	0	4.8	16.3	6.3	3	67
09/03/2015 17:45	0	3.8	15.7	6.1	3	67
09/03/2015 17:50	0	8.2	21.4	9	3	67
09/03/2015 17:55	0	3.8	15	5.7	3	67
09/03/2015 18:00	0	3.4	15	5.6	3	67
09/03/2015 18:05	0	11.7	25.2	11.9	3	67
09/03/2015 18:10	0	2.8	14.1	5	3	67
09/03/2015 18:15	0	3.9	16.2	6.3	3	67
09/03/2015 18:20	0	3.2	14.3	5.5	3	67
09/03/2015 18:25	0	7.7	20.4	9.2	3	67
09/03/2015 18:30	0	7	23.8	9.2	3	67
09/03/2015 18:35	0	1.2	11.6	4	3	67
09/03/2015 18:40	0	8.5	28.7	11.3	3	67
09/03/2015 18:45	0	1.4	11.6	3.9	3	67
09/03/2015 18:50	0	29.8	8.9	12.3	3	67
09/03/2015 18:55	0	.7	6.7	2.4	3	67
09/03/2015 19:00	0	2.7	11.5	4.5	3	67
09/03/2015 19:05	0	9.7	7.6	5.7	3	67
09/03/2015 19:10	0	3	11	4.1	3	67
09/03/2015 19:15	0	5.5	10	5.1	3	67
09/03/2015 19:20	0	2.1	5.4	2.4	3	67
09/03/2015 19:25	0	22.9	15.5	12.6	3	67
09/03/2015 19:30	0	7.3	9.8	5.6	3	67
09/03/2015 19:35	0	3.5	7.8	3.6	3	67
09/03/2015 19:40	0	16.7	12.6	9.9	3	67
09/03/2015 19:45	0	1.5	12.8	4.5	3	67
09/03/2015 19:50	0	9.8	11	6.8	3	67
09/03/2015 19:55	0	4.3	17.8	6.7	3	67
09/03/2015 20:00	0	3.6	8.1	3.8	3	67
09/03/2015 20:05	0	10.7	9.5	6.7	3	67
09/03/2015 20:10	0	.7	8.2	2.8	3	67
09/03/2015 20:15	0	.7	5.6	2.1	3	67
09/03/2015 20:20	0	8.1	19.4	8.5	3	67
09/03/2015 20:25	0	5.2	10	5.1	3	67
09/03/2015 20:30	0	5.6	18.2	7.6	3	67
09/03/2015 20:35	0	13	12	8.3	3	67
09/03/2015 20:40	0	2.3	11.7	4.4	3	67
09/03/2015 20:45	0	3.5	16.2	6	3	67
09/03/2015 20:50	0	4	11.8	5.1	3	67
09/03/2015 20:55	0	1.8	13.5	4.9	3	67
09/03/2015 21:00	0	3.1	4.4	2.6	3	67
09/03/2015 21:05	0	7	9.7	5.7	3	67
09/03/2015 21:10	0	2.3	11.3	4.6	3	67
09/03/2015 21:15	0	2.5	12.5	4.8	3	67
09/03/2015 21:20	0	15.4	17.6	11.1	3	67
09/03/2015 21:25	0	10.6	22.5	11.4	3	67
09/03/2015 21:30	0	2.9	19.3	7.2	3	67
09/03/2015 21:35	0	4.7	17.6	7.7	3	67
09/03/2015 21:40	0	6.1	20.5	9.1	3	67
09/03/2015 21:45	0	3.7	16.3	7	3	67
09/03/2015 21:50	0	12.8	21.5	12.3	3	67
09/03/2015 21:55	0	16.2	22.6	14.4	3	67
09/03/2015 22:00	0	4.5	20.5	8.2	3	67
09/03/2015 22:05	0	12.2	28.9	14.2	3	67
09/03/2015 22:10	0	1.8	14.9	5.6	3	67
09/03/2015 22:15	0	35.2	21.1	20.6	3	67
09/03/2015 22:20	0	33.3	49.1	28.3	3	67
09/03/2015 22:25	0	16.4	37.9	18.4	3	67
09/03/2015 22:30	0	26.1	44.4	23.9	3	67
09/03/2015 22:35	0	8.8	29.2	12.8	3	67
09/03/2015 22:40	0	1.3	30.2	10.3	3	67
09/03/2015 22:45	0	0	39.6	12.2	3	67
09/03/2015 22:50	0	20	41.8	23.3	3	67
09/03/2015 22:55	0	2.9	31.5	11.1	3	67
09/03/2015 23:00	0	2	48.6	17.6	3	67
09/03/2015 23:05	0	11.1	40.8	18.1	3	67
09/03/2015 23:10	0	17.1	38.2	20	3	67
09/03/2015 23:15	0	1.8	48.8	16.8	3	67
09/03/2015 23:20	0	4.3	25.9	10.4	3	67
09/03/2015 23:25	0	3.4	43.2	15.6	3	67
09/03/2015 23:30	0	49.1	48.8	39.2	3	67
09/03/2015 23:35	0	9.3	44.2	18.3	3	67
09/03/2015 23:40	0	2.2	48.6	17.9	3	67
09/03/2015 23:45	0	2.4	50	19	3	67
09/03/2015 23:50	0	4.7	45	19.8	3	67
09/03/2015 23:55	0	50	50	40.9	3	67
