5 Minutes	Lane 1 Speed (mph)	Lane 2 Speed (mph)	Lane 3 Speed (mph)	Speed (mph)	# Lane Points	% Observed
09/03/2015 04:45	71.6	69.9	60.1	66.7	3	67
09/03/2015 04:50	71.6	79.7	57.4	70.9	3	67
09/03/2015 04:55	71.7	79.7	60.8	71.6	3	67
09/03/2015 05:00	71.8	55.8	56.2	59.3	3	67
09/03/2015 05:05	71.9	58.8	55.3	60.5	3	67
09/03/2015 05:10	71.6	69.6	56.6	65.7	3	67
09/03/2015 05:15	71.5	57.9	56.2	61.9	3	67
09/03/2015 05:20	71.4	62.4	56.1	63.3	3	67
09/03/2015 05:25	71.6	51.5	55.5	58.3	3	67
09/03/2015 05:30	71.9	66.1	58.1	65	3	67
09/03/2015 05:35	72.2	66.5	57.1	65.5	3	67
09/03/2015 05:40	72.9	69.7	57.7	67.1	3	67
09/03/2015 05:45	72.2	65.6	58	65.9	3	67
09/03/2015 05:50	72.1	66.4	58.5	66.2	3	67
09/03/2015 05:55	71.3	72.1	59.5	68.6	3	67
09/03/2015 06:00	72	69.1	59.2	67.5	3	67
09/03/2015 06:05	70.7	62.2	55.9	62.7	3	67
09/03/2015 06:10	69.7	60.3	56	62.2	3	67
09/03/2015 06:15	69.9	67.5	58.1	66.2	3	67
09/03/2015 06:20	70	70.9	58.8	67.6	3	67
09/03/2015 06:25	69.1	72.1	58.6	67.5	3	67
09/03/2015 06:30	54.1	72	59.5	62.2	3	67
09/03/2015 06:35	61.7	72.5	59.5	65.1	3	67
09/03/2015 06:40	65.2	72.3	59.8	66.3	3	67
09/03/2015 06:45	66.9	70.8	59.6	66.3	3	67
09/03/2015 06:50	67.6	70.5	59.5	66.5	3	67
09/03/2015 06:55	69.2	71.7	58.1	67	3	67
09/03/2015 07:00	68.8	72.4	58.8	67.5	3	67
09/03/2015 07:05	69.2	71	59.7	67.1	3	67
09/03/2015 07:10	68.7	66	58.3	65.3	3	67
09/03/2015 07:15	67	63.6	56.8	63.4	3	67
09/03/2015 07:20	66.6	66.7	58.7	64.5	3	67
09/03/2015 07:25	66.8	68.8	59.7	65.7	3	67
09/03/2015 07:30	65.5	67.4	59.1	64.5	3	67
09/03/2015 07:35	64.9	66.7	58.7	64	3	67
09/03/2015 07:40	65.5	65.9	58.2	63.8	3	67
09/03/2015 07:45	52.2	65.3	57.8	58.4	3	67
09/03/2015 07:50	59.1	68.6	58.5	62.3	3	67
09/03/2015 07:55	63.5	68.8	59.2	64.2	3	67
09/03/2015 08:00	65.5	70.1	59.5	65.4	3	67
09/03/2015 08:05	66	64.5	57.3	63.3	3	67
09/03/2015 08:10	65.9	66.6	58.6	64.2	3	67
09/03/2015 08:15	66.4	66.7	58.5	64.5	3	67
09/03/2015 08:20	66.7	66.6	58.5	64.2	3	67
09/03/2015 08:25	66.9	61.7	56.2	62.2	3	67
09/03/2015 08:30	66.4	62.4	56.2	61.9	3	67
09/03/2015 08:35	65.4	61.9	56.2	61.6	3	67
09/03/2015 08:40	65.8	60.6	56.2	61.2	3	67
09/03/2015 08:45	65.5	64.7	57.3	63	3	67
09/03/2015 08:50	50.5	65.6	57.8	58.1	3	67
09/03/2015 08:55	58.9	63.4	56.6	60.1	3	67
09/03/2015 09:00	62.5	55.7	56.2	58.1	3	67
09/03/2015 09:05	63.9	48	56.2	55.4	3	67
09/03/2015 09:10	65.7	47.6	56.2	56.5	3	67
09/03/2015 09:15	66.3	47	56.2	56.3	3	67
09/03/2015 09:20	65.6	55.1	56.2	59.1	3	67
09/03/2015 09:25	65.7	54.5	56.2	58.6	3	67
09/03/2015 09:30	65.8	57.4	56.1	59.6	3	67
09/03/2015 09:35	65.8	63.4	56.6	62.4	3	67
09/03/2015 09:40	65.1	62.9	56.3	61.6	3	67
09/03/2015 09:45	64.1	60.9	56.1	60.6	3	67
09/03/2015 09:50	64.8	60.4	56.1	60.5	3	67
09/03/2015 09:55	64.8	64.4	56.5	61.9	3	67
09/03/2015 10:00	63.5	62.4	56.1	61	3	67
09/03/2015 10:05	64.2	56.8	56.1	59.1	3	67
09/03/2015 10:10	65.4	59.8	55.1	60.1	3	67
09/03/2015 10:15	64.3	58.8	55.6	59.7	3	67
09/03/2015 10:20	64.8	60.6	54.9	60.1	3	67
09/03/2015 10:25	65.8	59.9	55.1	60.4	3	67
09/03/2015 10:30	65	52	55.1	57.7	3	67
09/03/2015 10:35	65.9	54.2	55.9	58.5	3	67
09/03/2015 10:40	65.9	55.7	56	59.2	3	67
09/03/2015 10:45	65	55.3	56.1	58.9	3	67
09/03/2015 10:50	64.6	56.2	55.6	58.8	3	67
09/03/2015 10:55	64.7	57.3	55.3	59.1	3	67
09/03/2015 11:00	64.7	58.7	56.1	59.9	3	67
09/03/2015 11:05	65	56.6	56.1	59.3	3	67
09/03/2015 11:10	65.5	60.4	56.2	60.8	3	67
09/03/2015 11:15	65.2	62.9	56.3	61.7	3	67
09/03/2015 11:20	65.6	65.2	56.9	62.6	3	67
09/03/2015 11:25	64.9	59.6	56.1	60.3	3	67
09/03/2015 11:30	65	61.1	56.1	60.8	3	67
09/03/2015 11:35	65.1	62.5	56.1	61.3	3	67
09/03/2015 11:40	64.8	60.1	56.1	60.6	3	67
09/03/2015 11:45	65.5	61.5	55.7	60.8	3	67
09/03/2015 11:50	66	61.2	56.1	61	3	67
09/03/2015 11:55	64.6	63.4	56.6	61.7	3	67
09/03/2015 12:00	65	64.3	56.9	62.3	3	67
09/03/2015 12:05	63.5	64	57	61.6	3	67
09/03/2015 12:10	63.2	64.3	56.4	61.5	3	67
09/03/2015 12:15	63.5	61.5	55.9	60.4	3	67
09/03/2015 12:20	64.6	64.6	56.1	61.9	3	67
09/03/2015 12:25	61.5	61.4	55.4	59.7	3	67
09/03/2015 12:30	60.1	58.8	53.8	57.8	3	67
09/03/2015 12:35	59	58.4	53.5	57.1	3	67
09/03/2015 12:40	58.5	57.9	53.2	56.7	3	67
09/03/2015 12:45	57.9	57.6	53	56.4	3	67
09/03/2015 12:50	58.4	60.5	54.8	58	3	67
09/03/2015 12:55	59.1	60.1	54.6	58.1	3	67
09/03/2015 13:00	57.9	57.3	52.8	56.2	3	67
09/03/2015 13:05	58	55.6	51.8	55.4	3	67
09/03/2015 13:10	58.1	56.9	52.6	56	3	67
09/03/2015 13:15	57.6	58.9	53.8	56.9	3	67
09/03/2015 13:20	57.5	54.7	51.2	54.7	3	67
09/03/2015 13:25	58.2	54.4	51	54.7	3	67
09/03/2015 13:30	57.7	55.9	52	55.3	3	67
09/03/2015 13:35	57.8	55.4	51.6	55.2	3	67
09/03/2015 13:40	57.2	55.8	51.9	55.1	3	67
09/03/2015 13:45	57.5	57.3	52.8	56	3	67
09/03/2015 13:50	57.3	55.1	51.5	54.8	3	67
09/03/2015 13:55	57.5	55.8	51.9	55.3	3	67
09/03/2015 14:00	58	50.3	48.5	52.8	3	67
09/03/2015 14:05	57.5	51.7	49.3	53.2	3	67
09/03/2015 14:10	58	53.5	50.5	54.3	3	67
09/03/2015 14:15	57.6	50.6	48.6	52.6	3	67
09/03/2015 14:20	56.8	49.8	48.1	51.7	3	67
09/03/2015 14:25	57.2	54.1	50.8	54.3	3	67
09/03/2015 14:30	56.9	58.1	53.3	56.3	3	67
09/03/2015 14:35	56.3	55.6	51.8	54.7	3	67
09/03/2015 14:40	57.3	50.2	48.4	52.4	3	67
09/03/2015 14:45	57.2	53.2	50.3	53.9	3	67
09/03/2015 14:50	57.4	55.6	51.8	55.2	3	67
09/03/2015 14:55	57.2	48.4	47.3	51.5	3	67
09/03/2015 15:00	56.4	55.6	51.8	54.8	3	67
09/03/2015 15:05	56.3	55.5	51.7	54.7	3	67
09/03/2015 15:10	56.9	59.8	54.4	57.1	3	67
09/03/2015 15:15	57.8	59.9	54.5	57.5	3	67
09/03/2015 15:20	57.4	58.5	53.6	56.7	3	67
09/03/2015 15:25	57.3	56.2	52.1	55.6	3	67
09/03/2015 15:30	57.4	53.8	50.6	54.4	3	67
09/03/2015 15:35	58.3	54.7	51.2	54.9	3	67
09/03/2015 15:40	58.4	55.4	51.6	55.4	3	67
09/03/2015 15:45	57.8	57	52.6	56	3	67
09/03/2015 15:50	58.1	58.7	53.7	57	3	67
09/03/2015 15:55	58.3	61	55.1	58.3	3	67
09/03/2015 16:00	57.9	60.4	54.8	57.8	3	67
09/03/2015 16:05	57.7	59.9	54.5	57.5	3	67
09/03/2015 16:10	57.1	57.1	52.7	55.8	3	67
09/03/2015 16:15	57.2	57.4	52.9	56.1	3	67
09/03/2015 16:20	57.5	59.2	54	57	3	67
09/03/2015 16:25	58.5	52.8	50	54.4	3	67
09/03/2015 16:30	58.6	57.7	53.1	56.7	3	67
09/03/2015 16:35	57.3	61.2	55.3	58	3	67
09/03/2015 16:40	58.1	57.8	53.1	56.4	3	67
09/03/2015 16:45	57.4	56.5	52.3	55.6	3	67
09/03/2015 16:50	58	58	53.3	56.6	3	67
09/03/2015 16:55	57.6	61.4	55.4	58.2	3	67
09/03/2015 17:00	57.4	58.3	53.5	56.5	3	67
09/03/2015 17:05	57.8	60.2	54.6	57.7	3	67
09/03/2015 17:10	58.1	61.4	55.4	58.4	3	67
09/03/2015 17:15	59	62	55.8	59	3	67
09/03/2015 17:20	59.3	63	56.2	59.6	3	67
09/03/2015 17:25	58.4	64.2	56.2	59.7	3	67
09/03/2015 17:30	58.1	63.1	56.2	59.2	3	67
09/03/2015 17:35	57.1	60.8	45.9	55	3	67
09/03/2015 17:40	57.4	59.5	49.9	55.9	3	67
09/03/2015 17:45	58.5	60.3	53.1	57.5	3	67
09/03/2015 17:50	59.2	57.8	53.1	56.9	3	67
09/03/2015 17:55	59.6	59.8	54.4	58.1	3	67
09/03/2015 18:00	58.8	60.1	54.6	58	3	67
09/03/2015 18:05	59.4	55.7	51.8	55.8	3	67
09/03/2015 18:10	59.8	59.4	54.1	58	3	67
09/03/2015 18:15	59	59.3	54.1	57.6	3	67
09/03/2015 18:20	58	59.3	54.1	57.2	3	67
09/03/2015 18:25	57.9	56.5	52.3	55.6	3	67
09/03/2015 18:30	58.4	56.4	52.3	56	3	67
09/03/2015 18:35	58.2	60.2	54.6	57.8	3	67
09/03/2015 18:40	59.3	58	53.3	57.1	3	67
09/03/2015 18:45	59.5	61.8	55.6	59.1	3	67
09/03/2015 18:50	55.7	47.1	49.2	51	3	67
09/03/2015 18:55	60	59.2	54	57.8	3	67
09/03/2015 19:00	61.8	63	56.2	60.5	3	67
09/03/2015 19:05	64.1	61.4	56.2	60.7	3	67
09/03/2015 19:10	64.8	64.7	57.4	62.7	3	67
09/03/2015 19:15	65.9	65.5	57.9	63.2	3	67
09/03/2015 19:20	65.7	67.6	59.3	64.3	3	67
09/03/2015 19:25	66.4	57.3	56.1	60.1	3	67
09/03/2015 19:30	65.5	59.2	56.1	60.4	3	67
09/03/2015 19:35	65.6	63.3	56.6	62	3	67
09/03/2015 19:40	66	57.5	56.1	59.9	3	67
09/03/2015 19:45	65.8	64.5	57.3	62.7	3	67
09/03/2015 19:50	66	61.7	56.1	61.5	3	67
09/03/2015 19:55	65.2	63.7	56.8	62.2	3	67
09/03/2015 20:00	64	64.2	57.1	61.9	3	67
09/03/2015 20:05	64.8	60.8	56.1	60.7	3	67
09/03/2015 20:10	64.4	65.7	58.1	62.9	3	67
09/03/2015 20:15	63.7	67.8	57.8	63.3	3	67
09/03/2015 20:20	63.9	63.4	56.6	61.6	3	67
09/03/2015 20:25	64.2	63.6	56.8	61.6	3	67
09/03/2015 20:30	64.4	63.4	56.5	61.6	3	67
09/03/2015 20:35	65	59	56.2	60.1	3	67
09/03/2015 20:40	66.2	65.2	57.8	63.3	3	67
09/03/2015 20:45	65.9	66.6	58.1	63.8	3	67
09/03/2015 20:50	65.3	66.3	58.4	63.5	3	67
09/03/2015 20:55	66.7	69.9	58.9	65.4	3	67
09/03/2015 21:00	67.9	69.3	59.3	65.6	3	67
09/03/2015 21:05	68.2	65.5	57.9	63.9	3	67
09/03/2015 21:10	69.7	69	60.1	66.3	3	67
09/03/2015 21:15	70.8	70.8	60.9	67.7	3	67
09/03/2015 21:20	70.5	62	56.1	62.9	3	67
09/03/2015 21:25	72.1	61.5	56.1	62.8	3	67
09/03/2015 21:30	72.2	66.5	58.6	65.8	3	67
09/03/2015 21:35	72.2	67.8	59.4	66.2	3	67
09/03/2015 21:40	72.7	67.7	58.9	66.2	3	67
09/03/2015 21:45	73.5	70.5	58.6	67.3	3	67
09/03/2015 21:50	72.4	63.5	56.7	63.6	3	67
09/03/2015 21:55	73.1	59.2	56.2	61.6	3	67
09/03/2015 22:00	71.5	63.5	56.7	63.8	3	67
09/03/2015 22:05	71.5	61.6	56.1	62.6	3	67
09/03/2015 22:10	70.5	67.2	57.5	64.9	3	67
09/03/2015 22:15	70.5	53.4	56.1	59.1	3	67
09/03/2015 22:20	70.9	47.4	56.1	57.1	3	67
09/03/2015 22:25	71.3	51.2	56.2	58.6	3	67
09/03/2015 22:30	71	48.2	56.2	57.5	3	67
09/03/2015 22:35	71.5	56.7	56.2	60.8	3	67
09/03/2015 22:40	71.6	66.2	58.2	65.1	3	67
09/03/2015 22:45	71.4	71.1	61.4	68.2	3	67
09/03/2015 22:50	71.5	60.9	56.2	61.5	3	67
09/03/2015 22:55	72.4	68.5	59.8	66.9	3	67
09/03/2015 23:00	72.1	72.9	59.8	68.3	3	67
09/03/2015 23:05	71.6	68.3	58.3	65.8	3	67
09/03/2015 23:10	71	61.4	56.1	62	3	67
09/03/2015 23:15	71.7	70.7	59.1	67.1	3	67
09/03/2015 23:20	71.7	72.2	60.1	68.1	3	67
09/03/2015 23:25	71.5	73.8	60.3	68.8	3	67
09/03/2015 23:30	71.6	49.1	56.1	56	3	67
09/03/2015 23:35	71.4	57.3	56.2	60.6	3	67
09/03/2015 23:40	71.6	66.9	58.8	65.1	3	67
09/03/2015 23:45	71.8	71.5	58.8	67	3	67
09/03/2015 23:50	71.8	72.6	57.8	66.6	3	67
09/03/2015 23:55	72	53.1	56.2	57.7	3	67
